age,overall,potential,age_potential_gap,is_at_peak,pace,shooting,passing,dribbling,defending,physic,position_group_GK,position_group_DEF,position_group_MID,position_group_ATT,log_value,short_name,market_value_eur,value_per_rating
21,64,74,10,0,67.0,45.0,63.0,65.0,60.0,45.0,0,0,1,0,13.997832948091215,A. Azhil,1200000.0,18461.53846153846
23,64,69,5,0,65.0,38.0,55.0,62.0,64.0,67.0,0,0,1,0,13.592368256649284,A. Ba,800000.0,12307.692307692309
18,64,77,13,0,72.0,57.0,62.0,69.0,56.0,66.0,0,0,1,0,14.151983508870947,A. Ba,1400000.0,21538.46153846154
25,69,70,1,0,86.0,60.0,67.0,71.0,27.0,51.0,0,0,1,0,14.346139397261565,A. Ba Loua,1700000.0,24285.714285714286
26,64,65,1,0,79.0,49.0,55.0,60.0,56.0,66.0,0,1,0,0,13.345508528717259,A. Ba Masoud,625000.0,9615.384615384615
24,63,66,3,0,74.0,35.0,46.0,59.0,63.0,64.0,0,1,0,0,13.26212705890841,A. Babacan,575000.0,8984.375
24,68,73,5,0,86.0,68.0,42.0,66.0,26.0,83.0,0,0,0,1,14.403297778421795,A. Badji,1800000.0,26086.956521739132
17,52,68,16,0,74.0,51.0,37.0,50.0,18.0,50.0,0,0,0,1,12.206077645517674,A. Badolato,200000.0,3773.5849056603774
24,78,83,5,0,92.0,64.0,72.0,74.0,72.0,81.0,0,1,0,0,16.811242881518265,A. Bah,20000000.0,253164.55696202532
21,54,64,10,0,64.0,48.0,55.0,57.0,49.0,57.0,0,0,1,0,12.388398368982115,A. Bahusayn,240000.0,4363.636363636364
26,68,68,0,1,86.0,65.0,63.0,65.0,50.0,67.0,0,0,1,0,14.077875591662238,A. Bajic,1300000.0,18840.579710144928
29,77,77,0,1,71.0,78.0,77.0,76.0,56.0,74.0,0,0,1,0,16.166885910365842,A. Bakasetas,10500000.0,134615.38461538462
26,65,65,0,1,76.0,63.0,51.0,61.0,44.0,78.0,0,0,0,1,13.592368256649284,A. Bakayoko,800000.0,12121.212121212122
19,64,76,12,0,77.0,34.0,44.0,54.0,64.0,66.0,0,1,0,0,14.077875591662238,A. Bakayoko,1300000.0,20000.0
22,58,64,6,0,67.0,45.0,58.0,63.0,44.0,52.0,0,0,1,0,12.691583538230217,A. Bakhat,325000.0,5508.474576271186
21,63,71,8,0,73.0,54.0,61.0,69.0,31.0,58.0,0,0,1,0,13.910821646859095,A. Bakir,1100000.0,17187.5
22,65,73,8,0,60.0,43.0,55.0,57.0,63.0,67.0,0,0,1,0,14.220976332738882,A. Balanta,1500000.0,22727.272727272728
20,61,70,9,0,59.0,35.0,46.0,48.0,62.0,61.0,0,1,0,0,13.42246945133505,A. Balbo,675000.0,10887.09677419355
20,63,78,15,0,54.0,54.0,58.0,62.0,62.0,55.0,0,0,1,0,13.910821646859095,A. Baldi,1100000.0,17187.5
20,62,74,12,0,55.0,49.0,59.0,62.0,60.0,63.0,0,0,1,0,13.710151153416941,A. Baldursson,900000.0,14285.714285714286
32,70,70,0,1,72.0,40.0,62.0,64.0,67.0,67.0,0,1,0,0,13.910821646859095,A. Bamba,1100000.0,15492.957746478873
22,66,75,9,0,77.0,33.0,54.0,56.0,64.0,77.0,0,1,0,0,14.403297778421795,A. Bamba,1800000.0,26865.671641791047
28,71,71,0,1,83.0,61.0,65.0,73.0,40.0,59.0,0,0,1,0,14.45736497045232,A. Bamba,1900000.0,26388.88888888889
22,69,76,7,0,94.0,30.0,51.0,64.0,61.0,78.0,0,1,0,0,14.80876270134486,A. Bangura,2700000.0,38571.42857142857
28,73,73,0,1,69.0,49.0,70.0,70.0,68.0,65.0,0,0,1,0,14.80876270134486,A. Barberis,2700000.0,36486.48648648649
27,75,78,3,0,51.0,57.0,60.0,64.0,73.0,87.0,0,1,0,0,15.687312888712007,A. Barboza,6500000.0,85526.31578947368
20,59,68,9,0,63.0,33.0,45.0,50.0,58.0,65.0,0,1,0,0,13.07107218827772,A. Barcellos,475000.0,7916.666666666667
27,75,76,1,0,53.0,32.0,60.0,64.0,75.0,80.0,0,1,0,0,15.520258832020865,A. Bardakcı,5500000.0,72368.42105263157
30,67,67,0,1,59.0,50.0,58.0,52.0,66.0,72.0,0,1,0,0,13.623139877437296,A. Baredia,825000.0,12132.35294117647
33,70,70,0,1,78.0,55.0,65.0,70.0,33.0,58.0,0,0,1,0,13.815511557963774,A. Bareiro,1000000.0,14084.507042253521
25,72,74,2,0,69.0,69.0,56.0,70.0,39.0,74.0,0,0,0,1,14.914123179965662,A. Bareiro,3000000.0,41095.890410958906
27,69,71,2,0,64.0,42.0,49.0,54.0,71.0,70.0,0,1,0,0,14.220976332738882,A. Barison,1500000.0,21428.571428571428
24,72,78,6,0,76.0,66.0,68.0,78.0,55.0,65.0,0,0,1,0,15.123843647884687,A. Barkok,3700000.0,50684.931506849316
22,62,68,6,0,72.0,60.0,61.0,63.0,41.0,56.0,0,0,0,1,13.384729180332174,A. Barlow,650000.0,10317.460317460318
28,66,66,0,1,61.0,51.0,59.0,61.0,64.0,73.0,0,0,1,0,13.527829818844937,A. Barman,750000.0,11194.029850746268
32,71,71,0,1,51.0,72.0,67.0,69.0,46.0,79.0,0,0,0,1,14.220976332738882,A. Barnes,1500000.0,20833.333333333332
32,70,70,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.592368256649284,A. Baroja,800000.0,11267.605633802817
27,69,70,1,0,70.0,34.0,62.0,70.0,66.0,61.0,0,1,0,0,14.220976332738882,A. Barreca,1500000.0,21428.571428571428
30,63,63,0,1,68.0,47.0,56.0,56.0,64.0,74.0,0,0,1,0,12.899222326086994,A. Barrios,400000.0,6250.0
22,64,72,8,0,76.0,25.0,31.0,45.0,65.0,69.0,0,1,0,0,13.997832948091215,A. Barry,1200000.0,18461.53846153846
25,66,69,3,0,69.0,46.0,57.0,59.0,63.0,76.0,0,1,0,0,13.815511557963774,A. Barylla,1000000.0,14925.373134328358
27,81,81,0,1,74.0,79.0,80.0,81.0,65.0,75.0,0,0,0,1,17.147715103853763,A. Barák,28000000.0,341463.4146341463
19,56,67,11,0,73.0,46.0,50.0,56.0,52.0,56.0,0,0,1,0,12.611541086966115,A. Basenach,300000.0,5263.1578947368425
22,52,60,8,0,65.0,42.0,52.0,47.0,44.0,58.0,0,0,1,0,12.100717685412471,A. Basit,180000.0,3396.2264150943397
24,64,68,4,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.42246945133505,A. Bass,675000.0,10384.615384615385
24,66,70,4,0,69.0,60.0,67.0,68.0,49.0,59.0,0,0,1,0,13.997832948091215,A. Bassi,1200000.0,17910.44776119403
23,84,90,6,0,73.0,35.0,69.0,71.0,86.0,82.0,0,1,0,0,17.370858648025116,A. Bastoni,35000000.0,411764.70588235295
26,70,74,4,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.346139397261565,A. Batalla,1700000.0,23943.661971830985
27,67,69,2,0,45.0,44.0,62.0,61.0,65.0,78.0,0,1,0,0,13.910821646859095,A. Batisse,1100000.0,16176.470588235294
20,56,63,7,0,86.0,53.0,44.0,62.0,26.0,43.0,0,0,1,0,12.524530013005734,A. Bayew,275000.0,4824.561403508772
24,78,82,4,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,16.588099342704055,A. Bayındır,16000000.0,202531.64556962025
18,53,68,15,0,56.0,42.0,51.0,60.0,44.0,50.0,0,0,1,0,12.301387370778713,A. Bačić,220000.0,4074.074074074074
18,55,75,20,0,67.0,48.0,55.0,58.0,46.0,50.0,0,0,1,0,12.765691290604371,A. Beck,350000.0,6250.0
25,67,71,4,0,64.0,63.0,67.0,63.0,62.0,67.0,0,0,1,0,14.151983508870947,A. Beck,1400000.0,20588.235294117647
25,64,67,3,0,57.0,63.0,41.0,58.0,28.0,74.0,0,0,0,1,13.560619598657233,A. Becker,775000.0,11923.076923076924
35,72,72,0,1,60.0,65.0,71.0,72.0,65.0,73.0,0,0,1,0,13.76421831620775,A. Bedoya,950000.0,13013.698630136987
30,69,69,0,1,61.0,30.0,51.0,53.0,69.0,70.0,0,1,0,0,13.910821646859095,A. Bedrane,1100000.0,15714.285714285714
27,67,67,0,1,81.0,49.0,63.0,65.0,60.0,64.0,0,0,1,0,13.910821646859095,A. Beghetto,1100000.0,16176.470588235294
35,75,75,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.345508528717259,A. Begović,625000.0,8223.684210526315
31,69,69,0,1,76.0,63.0,63.0,70.0,65.0,67.0,0,1,0,0,13.815511557963774,A. Behich,1000000.0,14285.714285714286
38,66,66,0,1,66.0,54.0,67.0,64.0,63.0,50.0,0,0,1,0,12.524530013005734,A. Bejarano,275000.0,4104.477611940299
21,70,80,10,0,76.0,57.0,63.0,71.0,67.0,70.0,0,0,1,0,15.039286283703994,A. Beka Beka,3400000.0,47887.32394366197
28,70,70,0,1,77.0,50.0,59.0,66.0,65.0,68.0,0,1,0,0,14.151983508870947,A. Bell,1400000.0,19718.309859154928
20,74,83,9,0,82.0,25.0,50.0,51.0,74.0,76.0,0,1,0,0,15.955576839107596,A. Bella Kotchap,8500000.0,113333.33333333333
26,70,71,1,0,54.0,58.0,64.0,68.0,63.0,69.0,0,0,1,0,14.45736497045232,A. Bellemo,1900000.0,26760.563380281692
28,80,80,0,1,74.0,79.0,58.0,76.0,38.0,83.0,0,0,0,1,16.88356353960952,A. Belotti,21500000.0,265432.0987654321
30,70,70,0,1,76.0,63.0,68.0,75.0,44.0,63.0,0,0,1,0,14.220976332738882,A. Benali,1500000.0,21126.76056338028
18,62,76,14,0,72.0,49.0,58.0,68.0,38.0,44.0,0,0,1,0,13.73755009757506,A. Benarous,925000.0,14682.539682539682
24,67,73,6,0,74.0,62.0,63.0,72.0,38.0,57.0,0,0,1,0,14.285514812209815,A. Benchaib,1600000.0,23529.41176470588
27,72,72,0,1,79.0,69.0,65.0,77.0,44.0,68.0,0,0,0,1,13.73755009757506,A. Bencharki,925000.0,12671.232876712329
20,62,79,17,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.73755009757506,A. Bencze,925000.0,14682.539682539682
17,54,72,18,0,62.0,38.0,49.0,53.0,50.0,56.0,0,0,1,0,12.429220196836383,A. Bendle,250000.0,4545.454545454545
19,56,70,14,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.611541086966115,A. Benediktsson,300000.0,5263.1578947368425
21,65,75,10,0,82.0,60.0,49.0,61.0,32.0,73.0,0,0,0,1,14.285514812209815,A. Benedyczak,1600000.0,24242.424242424244
33,65,65,0,1,64.0,35.0,43.0,42.0,66.0,76.0,0,1,0,0,12.765691290604371,A. Benga,350000.0,5303.030303030303
16,60,76,16,0,61.0,62.0,48.0,63.0,23.0,37.0,0,0,0,1,13.345508528717259,A. Benyahia-Tani,625000.0,10245.901639344262
28,68,68,0,1,75.0,43.0,58.0,64.0,64.0,62.0,0,1,0,0,13.910821646859095,A. Benítez,1100000.0,15942.028985507246
31,62,62,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.25486757159303,A. Berardi,210000.0,3333.3333333333335
21,70,80,10,0,90.0,65.0,68.0,74.0,58.0,68.0,0,1,0,0,15.039286283703994,A. Bernabei,3400000.0,47887.32394366197
23,70,75,5,0,66.0,59.0,65.0,72.0,66.0,62.0,0,0,1,0,14.603968372873895,A. Bernede,2200000.0,30985.915492957745
23,63,67,4,0,80.0,57.0,58.0,62.0,44.0,59.0,0,0,0,1,13.45883704259595,A. Bernhardsson,700000.0,10937.5
24,68,71,3,0,81.0,65.0,64.0,73.0,36.0,63.0,0,0,0,1,14.346139397261565,A. Bernier,1700000.0,24637.681159420288
31,73,73,0,1,63.0,69.0,73.0,75.0,73.0,65.0,0,0,1,0,14.731801689838349,A. Bertolacci,2500000.0,33783.78378378379
30,61,61,0,1,69.0,51.0,52.0,49.0,58.0,75.0,0,1,0,0,12.524530013005734,A. Berzel,275000.0,4435.4838709677415
26,70,73,3,0,71.0,66.0,50.0,65.0,41.0,66.0,0,0,0,1,14.557448378884015,A. Besedin,2100000.0,29577.464788732395
18,57,78,21,0,66.0,55.0,44.0,56.0,25.0,62.0,0,0,0,1,13.171155446333852,A. Besio,525000.0,9051.724137931034
25,67,72,5,0,74.0,69.0,43.0,65.0,22.0,62.0,0,0,0,1,14.220976332738882,A. Bettaieb,1500000.0,22058.823529411766
32,59,59,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,11.608244735642321,A. Bhattacharya,110000.0,1833.3333333333333
19,60,71,11,0,58.0,45.0,60.0,61.0,57.0,44.0,0,0,1,0,13.171155446333852,A. Bianco,525000.0,8606.557377049181
33,66,66,0,1,65.0,45.0,59.0,62.0,64.0,76.0,0,1,0,0,12.899222326086994,A. Bittroff,400000.0,5970.149253731343
26,61,61,0,1,76.0,55.0,57.0,62.0,42.0,53.0,0,0,0,1,12.765691290604371,A. Bjarnason,350000.0,5645.1612903225805
33,65,65,0,1,31.0,44.0,58.0,54.0,66.0,68.0,0,1,0,0,12.765691290604371,A. Bjelland,350000.0,5303.030303030303
26,67,68,1,0,79.0,45.0,59.0,63.0,61.0,62.0,0,1,0,0,13.910821646859095,A. Björnström,1100000.0,16176.470588235294
31,77,77,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,15.520258832020865,A. Blake,5500000.0,70512.82051282052
34,66,66,0,1,69.0,64.0,52.0,65.0,45.0,73.0,0,0,0,1,12.959846800844963,A. Blanco,425000.0,6343.2835820895525
19,53,66,13,0,78.0,37.0,48.0,56.0,37.0,44.0,0,0,1,0,12.301387370778713,A. Blidar,220000.0,4074.074074074074
25,71,75,4,0,38.0,52.0,63.0,62.0,68.0,78.0,0,0,1,0,14.690979711984754,A. Blin,2400000.0,33333.333333333336
30,63,63,0,1,58.0,65.0,68.0,63.0,49.0,61.0,0,0,1,0,13.017005083966255,A. Blomqvist,450000.0,7031.25
27,64,66,2,0,65.0,33.0,51.0,49.0,63.0,69.0,0,1,0,0,13.345508528717259,A. Blomqvist,625000.0,9615.384615384615
21,62,70,8,0,85.0,59.0,57.0,67.0,26.0,52.0,0,0,1,0,13.710151153416941,A. Boakye,900000.0,14285.714285714286
26,70,71,1,0,64.0,72.0,72.0,70.0,56.0,63.0,0,0,1,0,14.45736497045232,A. Bobichon,1900000.0,26760.563380281692
24,72,77,5,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.845130332288226,A. Bodart,2800000.0,38356.16438356164
24,61,68,7,0,63.0,59.0,51.0,57.0,41.0,71.0,0,0,0,1,13.42246945133505,A. Boiciuc,675000.0,10887.09677419355
19,58,71,13,0,62.0,29.0,38.0,48.0,57.0,66.0,0,1,0,0,13.017005083966255,A. Bol,450000.0,7627.118644067797
26,59,60,1,0,64.0,46.0,60.0,62.0,59.0,61.0,0,0,1,0,12.524530013005734,A. Bolivar,275000.0,4583.333333333333
26,66,66,0,1,77.0,62.0,62.0,67.0,32.0,59.0,0,0,1,0,13.73755009757506,A. Boljević,925000.0,13805.970149253732
27,63,63,0,1,82.0,60.0,56.0,60.0,43.0,66.0,0,0,1,0,13.122365377402328,A. Bolyki,500000.0,7812.5
20,62,72,10,0,77.0,49.0,56.0,64.0,56.0,62.0,0,1,0,0,13.623139877437296,A. Boman,825000.0,13095.238095238095
21,65,75,10,0,65.0,65.0,61.0,64.0,61.0,61.0,0,0,1,0,14.285514812209815,A. Bondarenko,1600000.0,24242.424242424244
33,64,64,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.154784614286667,A. Bone,190000.0,2923.076923076923
35,67,67,0,1,70.0,65.0,67.0,70.0,47.0,58.0,0,0,1,0,12.959846800844963,A. Bonnet,425000.0,6250.0
28,65,65,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.122365377402328,A. Bono,500000.0,7575.757575757576
26,64,67,3,0,60.0,40.0,53.0,61.0,65.0,59.0,0,1,0,0,13.45883704259595,A. Bordón,700000.0,10769.23076923077
23,64,69,5,0,62.0,34.0,55.0,51.0,65.0,59.0,0,1,0,0,13.592368256649284,A. Borkovic,800000.0,12307.692307692309
26,64,67,3,0,81.0,64.0,46.0,61.0,27.0,54.0,0,0,0,1,13.560619598657233,A. Boryachuk,775000.0,11923.076923076924
29,67,67,0,1,74.0,68.0,63.0,70.0,32.0,63.0,0,0,0,1,13.815511557963774,A. Bosetti,1000000.0,14705.882352941177
35,64,64,0,1,59.0,64.0,55.0,62.0,23.0,75.0,0,0,0,1,12.429220196836383,A. Bouhaddouz,250000.0,3846.153846153846
25,76,77,1,0,84.0,77.0,67.0,79.0,27.0,74.0,0,0,0,1,16.012735246411598,A. Boupendza,9000000.0,116883.11688311688
21,64,75,11,0,75.0,60.0,56.0,75.0,32.0,34.0,0,0,1,0,14.077875591662238,A. Boutoutaou,1300000.0,20000.0
28,72,72,0,1,86.0,61.0,68.0,75.0,54.0,62.0,0,0,0,1,14.690979711984754,A. Bouzat,2400000.0,32876.71232876712
31,61,61,0,1,45.0,37.0,46.0,47.0,60.0,72.0,0,1,0,0,12.301387370778713,A. Boyle,220000.0,3548.3870967741937
18,50,56,6,0,65.0,40.0,48.0,46.0,45.0,52.0,0,0,1,0,11.289794413577894,A. Braithwaite,80000.0,1568.6274509803923
25,61,64,3,0,72.0,44.0,51.0,56.0,57.0,67.0,0,1,0,0,12.899222326086994,A. Breslin,400000.0,6451.612903225807
16,52,74,22,0,64.0,42.0,51.0,59.0,42.0,45.0,0,0,1,0,12.429220196836383,A. Breuer,250000.0,4716.981132075472
27,71,72,1,0,48.0,47.0,56.0,53.0,71.0,80.0,0,1,0,0,14.45736497045232,A. Briançon,1900000.0,26388.88888888889
18,52,69,17,0,75.0,41.0,44.0,53.0,37.0,54.0,0,0,1,0,12.206077645517674,A. Bridgman,200000.0,3773.5849056603774
30,75,75,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,15.123843647884687,A. Brignoli,3700000.0,48684.21052631579
27,63,64,1,0,72.0,39.0,53.0,64.0,61.0,61.0,0,1,0,0,13.122365377402328,A. Brody,500000.0,7812.5
20,75,83,8,0,77.0,74.0,54.0,75.0,30.0,75.0,0,0,0,1,16.341239282272525,A. Broja,12500000.0,164473.68421052632
27,72,72,0,1,75.0,69.0,69.0,71.0,69.0,82.0,0,0,1,0,14.731801689838349,A. Browne,2500000.0,34246.57534246575
26,65,67,2,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.42246945133505,A. Brunst,675000.0,10227.272727272728
23,68,73,5,0,86.0,54.0,63.0,65.0,59.0,72.0,0,1,0,0,14.346139397261565,A. Bruus,1700000.0,24637.681159420288
16,48,72,24,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,11.775297421715827,A. Brînzea,130000.0,2653.061224489796
30,76,76,0,1,62.0,76.0,49.0,72.0,35.0,76.0,0,0,0,1,15.830413711839864,A. Budimir,7500000.0,97402.5974025974
25,61,66,5,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.834683971615659,A. Bukhari,375000.0,6048.387096774193
27,70,70,0,1,85.0,65.0,58.0,77.0,36.0,56.0,0,0,0,1,14.346139397261565,A. Bukia,1700000.0,23943.661971830985
19,58,74,16,0,53.0,38.0,53.0,55.0,54.0,65.0,0,0,1,0,13.122365377402328,A. Bukowski,500000.0,8474.57627118644
19,60,77,17,0,63.0,60.0,47.0,59.0,23.0,55.0,0,0,0,1,13.384729180332174,A. Buksa,650000.0,10655.737704918032
25,74,76,2,0,66.0,74.0,57.0,70.0,31.0,76.0,0,0,0,1,15.520258832020865,A. Buksa,5500000.0,73333.33333333333
23,69,79,10,0,58.0,44.0,57.0,57.0,70.0,72.0,0,1,0,0,14.88022163978423,A. Buongiorno,2900000.0,41428.57142857143
28,63,63,0,1,80.0,52.0,57.0,59.0,58.0,57.0,0,1,0,0,12.959846800844963,A. Burbano,425000.0,6640.625
29,71,72,1,0,68.0,24.0,44.0,52.0,70.0,80.0,0,1,0,0,14.346139397261565,A. Burcă,1700000.0,23611.11111111111
24,59,64,5,0,75.0,51.0,55.0,61.0,50.0,60.0,0,1,0,0,12.691583538230217,A. Burke-Gilroy,325000.0,5416.666666666667
25,62,63,1,0,77.0,60.0,57.0,61.0,26.0,58.0,0,0,0,1,13.07107218827772,A. Burlacu,475000.0,7539.68253968254
18,51,64,13,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,11.695255355062795,A. Burnett,120000.0,2307.6923076923076
18,56,71,15,0,50.0,29.0,40.0,48.0,55.0,59.0,0,1,0,0,12.611541086966115,A. Busch,300000.0,5263.1578947368425
26,65,65,0,1,54.0,39.0,54.0,45.0,69.0,65.0,0,0,1,0,13.45883704259595,A. Busteño,700000.0,10606.060606060606
23,63,71,8,0,66.0,56.0,61.0,63.0,58.0,49.0,0,0,1,0,13.910821646859095,A. Bustos,1100000.0,17187.5
19,59,75,16,0,69.0,35.0,49.0,53.0,58.0,67.0,0,1,0,0,13.217675375388819,A. Buttaro,550000.0,9166.666666666666
28,64,66,2,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.122365377402328,A. Buzbuchi,500000.0,7692.307692307692
28,63,63,0,1,75.0,61.0,58.0,63.0,36.0,66.0,0,0,0,1,13.07107218827772,A. Buziuc,475000.0,7421.875
22,63,72,9,0,62.0,25.0,40.0,47.0,62.0,71.0,0,1,0,0,13.815511557963774,A. Bærtelsen,1000000.0,15625.0
32,64,64,0,1,54.0,65.0,47.0,61.0,38.0,74.0,0,0,0,1,13.07107218827772,A. Bălan,475000.0,7307.692307692308
25,70,73,3,0,75.0,69.0,58.0,67.0,34.0,68.0,0,0,0,1,14.557448378884015,A. Cabeza,2100000.0,29577.464788732395
29,69,69,0,1,62.0,51.0,63.0,62.0,65.0,73.0,0,0,1,0,13.997832948091215,A. Cabrera,1200000.0,17142.85714285714
29,68,68,0,1,71.0,64.0,67.0,71.0,58.0,71.0,0,0,1,0,13.997832948091215,A. Caceres,1200000.0,17391.304347826088
25,75,80,5,0,69.0,52.0,70.0,69.0,75.0,72.0,0,1,0,0,15.830413711839864,A. Caci,7500000.0,98684.21052631579
36,72,72,0,1,31.0,63.0,53.0,49.0,71.0,73.0,0,1,0,0,12.959846800844963,A. Cadavid,425000.0,5821.917808219178
24,63,69,6,0,67.0,33.0,53.0,55.0,58.0,69.0,0,1,0,0,13.45883704259595,A. Cagnano,700000.0,10937.5
29,62,62,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.524530013005734,A. Cairns,275000.0,4365.079365079365
26,69,72,3,0,56.0,31.0,60.0,61.0,68.0,72.0,0,1,0,0,14.346139397261565,A. Calabresi,1700000.0,24285.714285714286
28,64,64,0,1,73.0,60.0,61.0,66.0,36.0,60.0,0,0,0,1,13.304686600863562,A. Calcan,600000.0,9230.76923076923
32,65,65,0,1,62.0,34.0,55.0,58.0,65.0,70.0,0,1,0,0,13.07107218827772,A. Calisir,475000.0,7196.969696969697
30,73,73,0,1,70.0,49.0,49.0,57.0,72.0,78.0,0,1,0,0,14.731801689838349,A. Callens,2500000.0,33783.78378378379
19,61,74,13,0,72.0,29.0,52.0,61.0,55.0,59.0,0,1,0,0,13.527829818844937,A. Calut,750000.0,12096.774193548386
22,56,65,9,0,75.0,55.0,42.0,53.0,20.0,60.0,0,0,0,1,12.691583538230217,A. Camara,325000.0,5701.754385964912
22,73,83,10,0,75.0,54.0,68.0,72.0,68.0,59.0,0,1,0,0,15.687312888712007,A. Cambiaso,6500000.0,87837.83783783784
19,62,76,14,0,75.0,54.0,60.0,66.0,41.0,41.0,0,0,0,1,13.76421831620775,A. Camblan,950000.0,15079.36507936508
34,70,70,0,1,67.0,71.0,59.0,71.0,26.0,62.0,0,0,0,1,13.560619598657233,A. Cambrillo,775000.0,10915.492957746479
27,63,65,2,0,53.0,16.0,30.0,37.0,66.0,61.0,0,1,0,0,13.122365377402328,A. Camigliano,500000.0,7812.5
23,70,76,6,0,75.0,63.0,65.0,69.0,70.0,77.0,0,0,1,0,14.731801689838349,A. Campbell,2500000.0,35211.2676056338
30,63,63,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.691583538230217,A. Camura,325000.0,5078.125
22,63,63,0,1,61.0,39.0,51.0,54.0,62.0,70.0,0,1,0,0,13.122365377402328,A. Candales,500000.0,7812.5
22,61,70,9,0,77.0,43.0,52.0,57.0,58.0,61.0,0,1,0,0,13.45883704259595,A. Candela,700000.0,11290.322580645161
30,65,65,0,1,66.0,63.0,65.0,64.0,63.0,54.0,0,1,0,0,13.345508528717259,A. Candelo,625000.0,9469.69696969697
35,80,80,0,1,70.0,79.0,80.0,81.0,61.0,63.0,0,0,1,0,15.955576839107596,A. Candreva,8500000.0,104938.27160493827
26,64,67,3,0,70.0,53.0,62.0,68.0,60.0,64.0,0,0,1,0,13.527829818844937,A. Cannon,750000.0,11538.461538461539
24,63,70,7,0,63.0,64.0,50.0,62.0,26.0,62.0,0,0,0,1,13.790193775620484,A. Cantero,975000.0,15234.375
17,61,74,13,0,70.0,39.0,44.0,53.0,57.0,49.0,0,1,0,0,13.493928313146206,A. Caprice,725000.0,11693.548387096775
32,71,71,0,1,57.0,32.0,49.0,62.0,72.0,76.0,0,1,0,0,13.997832948091215,A. Caracciolo,1200000.0,16666.666666666668
21,70,80,10,0,56.0,28.0,54.0,61.0,71.0,69.0,0,1,0,0,15.009433329466965,A. Carboni,3300000.0,46478.873239436616
25,69,74,5,0,68.0,53.0,66.0,69.0,67.0,73.0,0,0,1,0,14.508658238524095,A. Cardozo,2000000.0,28571.428571428572
22,62,70,8,0,68.0,43.0,56.0,68.0,61.0,76.0,0,0,1,0,13.710151153416941,A. Carlén,900000.0,14285.714285714286
23,69,75,6,0,74.0,61.0,64.0,75.0,58.0,66.0,0,0,1,0,14.603968372873895,A. Carrasquilla,2200000.0,31428.571428571428
18,53,73,20,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.345838935721968,A. Carrera,230000.0,4259.259259259259
31,77,77,0,1,82.0,73.0,74.0,82.0,49.0,71.0,0,0,1,0,15.955576839107596,A. Carrillo,8500000.0,108974.35897435897
33,70,70,0,1,37.0,73.0,62.0,62.0,48.0,80.0,0,0,0,1,13.815511557963774,A. Carroll,1000000.0,14084.507042253521
27,59,59,0,1,62.0,59.0,43.0,57.0,23.0,55.0,0,0,0,1,12.388398368982115,A. Carter,240000.0,4000.0
34,59,59,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,11.289794413577894,A. Casadei,80000.0,1333.3333333333333
21,63,72,9,0,59.0,53.0,61.0,62.0,60.0,72.0,0,0,1,0,13.910821646859095,A. Casar,1100000.0,17187.5
22,56,65,9,0,57.0,57.0,37.0,54.0,25.0,62.0,0,0,0,1,12.691583538230217,A. Casciato,325000.0,5701.754385964912
28,69,69,0,1,81.0,61.0,66.0,72.0,37.0,56.0,0,0,0,1,14.151983508870947,A. Castro,1400000.0,20000.0
27,74,74,0,1,77.0,72.0,72.0,75.0,65.0,69.0,0,0,1,0,15.319588176962746,A. Castro,4500000.0,60000.0
25,74,77,3,0,73.0,69.0,71.0,73.0,70.0,68.0,0,0,1,0,15.520258832020865,A. Castro-Montes,5500000.0,73333.33333333333
22,68,75,7,0,65.0,34.0,58.0,49.0,67.0,55.0,0,1,0,0,14.648420115681892,A. Cayetano,2300000.0,33333.333333333336
21,59,67,8,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.017005083966255,A. Ccorahua,450000.0,7500.0
