short_name,age,overall,potential,player_positions,position_group,market_value_eur,pace,shooting,passing,dribbling,defending,physic,age_potential_gap,is_at_peak,value_per_rating
A. Bamba,32,70,70,"RB, RWB, LB",DEF,1100000.0,72.0,40.0,62.0,64.0,67.0,67.0,0,1,15492.957746478873
A. Bamba,22,66,75,"CB, RB",DEF,1800000.0,77.0,33.0,54.0,56.0,64.0,77.0,9,0,26865.671641791047
A. Bamba,28,71,71,"LM, RM, CM",MID,1900000.0,83.0,61.0,65.0,73.0,40.0,59.0,0,1,26388.88888888889
A. Bangura,22,69,76,LB,DEF,2700000.0,94.0,30.0,51.0,64.0,61.0,78.0,7,0,38571.42857142857
A. Barberis,28,73,73,"CDM, CM",MID,2700000.0,69.0,49.0,70.0,70.0,68.0,65.0,0,1,36486.48648648649
A. Barboza,27,75,78,CB,DEF,6500000.0,51.0,57.0,60.0,64.0,73.0,87.0,3,0,85526.31578947368
A. Barcellos,20,59,68,"LB, CB",DEF,475000.0,63.0,33.0,45.0,50.0,58.0,65.0,9,0,7916.666666666667
A. Bardakcı,27,75,76,CB,DEF,5500000.0,53.0,32.0,60.0,64.0,75.0,80.0,1,0,72368.42105263157
A. Baredia,30,67,67,"CB, RB",DEF,825000.0,59.0,50.0,58.0,52.0,66.0,72.0,0,1,12132.35294117647
A. Bareiro,33,70,70,RM,MID,1000000.0,78.0,55.0,65.0,70.0,33.0,58.0,0,1,14084.507042253521
A. Bareiro,25,72,74,ST,ATT,3000000.0,69.0,69.0,56.0,70.0,39.0,74.0,2,0,41095.890410958906
A. Barison,27,69,71,CB,DEF,1500000.0,64.0,42.0,49.0,54.0,71.0,70.0,2,0,21428.571428571428
A. Barkok,24,72,78,"CAM, CF, CM",MID,3700000.0,76.0,66.0,68.0,78.0,55.0,65.0,6,0,50684.931506849316
A. Barlow,22,62,68,"LW, RW",ATT,650000.0,72.0,60.0,61.0,63.0,41.0,56.0,6,0,10317.460317460318
A. Barman,28,66,66,CDM,MID,750000.0,61.0,51.0,59.0,61.0,64.0,73.0,0,1,11194.029850746268
A. Barnes,32,71,71,ST,ATT,1500000.0,51.0,72.0,67.0,69.0,46.0,79.0,0,1,20833.333333333332
A. Baroja,32,70,70,GK,GK,800000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,11267.605633802817
A. Barreca,27,69,70,"LB, LM",DEF,1500000.0,70.0,34.0,62.0,70.0,66.0,61.0,1,0,21428.571428571428
A. Barrios,30,63,63,"CDM, RB",MID,400000.0,68.0,47.0,56.0,56.0,64.0,74.0,0,1,6250.0
A. Barry,22,64,72,"CB, CDM, RB",DEF,1200000.0,76.0,25.0,31.0,45.0,65.0,69.0,8,0,18461.53846153846
A. Barylla,25,66,69,"RB, CB, LB",DEF,1000000.0,69.0,46.0,57.0,59.0,63.0,76.0,3,0,14925.373134328358
A. Barák,27,81,81,"CF, CM",ATT,28000000.0,74.0,79.0,80.0,81.0,65.0,75.0,0,1,341463.4146341463
A. Basenach,19,56,67,"CDM, CB",MID,300000.0,73.0,46.0,50.0,56.0,52.0,56.0,11,0,5263.1578947368425
A. Basit,22,52,60,"CM, CDM",MID,180000.0,65.0,42.0,52.0,47.0,44.0,58.0,8,0,3396.2264150943397
A. Bass,24,64,68,GK,GK,675000.0,69.0,55.0,58.0,63.0,56.0,66.0,4,0,10384.615384615385
A. Bassi,24,66,70,"CAM, CM, RW",MID,1200000.0,69.0,60.0,67.0,68.0,49.0,59.0,4,0,17910.44776119403
A. Bastoni,23,84,90,CB,DEF,35000000.0,73.0,35.0,69.0,71.0,86.0,82.0,6,0,411764.70588235295
A. Batalla,26,70,74,GK,GK,1700000.0,69.0,55.0,58.0,63.0,56.0,66.0,4,0,23943.661971830985
A. Batisse,27,67,69,CB,DEF,1100000.0,45.0,44.0,62.0,61.0,65.0,78.0,2,0,16176.470588235294
A. Bayew,20,56,63,LM,MID,275000.0,86.0,53.0,44.0,62.0,26.0,43.0,7,0,4824.561403508772
A. Bayındır,24,78,82,GK,GK,16000000.0,69.0,55.0,58.0,63.0,56.0,66.0,4,0,202531.64556962025
A. Bačić,18,53,68,CM,MID,220000.0,56.0,42.0,51.0,60.0,44.0,50.0,15,0,4074.074074074074
A. Beck,18,55,75,CM,MID,350000.0,67.0,48.0,55.0,58.0,46.0,50.0,20,0,6250.0
A. Beck,25,67,71,CM,MID,1400000.0,64.0,63.0,67.0,63.0,62.0,67.0,4,0,20588.235294117647
A. Becker,25,64,67,ST,ATT,775000.0,57.0,63.0,41.0,58.0,28.0,74.0,3,0,11923.076923076924
A. Bedoya,35,72,72,"CM, CDM",MID,950000.0,60.0,65.0,71.0,72.0,65.0,73.0,0,1,13013.698630136987
A. Bedrane,30,69,69,CB,DEF,1100000.0,61.0,30.0,51.0,53.0,69.0,70.0,0,1,15714.285714285714
A. Beghetto,27,67,67,"LM, LB",MID,1100000.0,81.0,49.0,63.0,65.0,60.0,64.0,0,1,16176.470588235294
A. Begović,35,75,75,GK,GK,625000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,8223.684210526315
A. Behich,31,69,69,"LWB, LB",DEF,1000000.0,76.0,63.0,63.0,70.0,65.0,67.0,0,1,14285.714285714286
A. Bejarano,38,66,66,"CM, CDM",MID,275000.0,66.0,54.0,67.0,64.0,63.0,50.0,0,1,4104.477611940299
A. Beka Beka,21,70,80,"CDM, CM",MID,3400000.0,76.0,57.0,63.0,71.0,67.0,70.0,10,0,47887.32394366197
A. Bell,28,70,70,"LWB, LB, CB",DEF,1400000.0,77.0,50.0,59.0,66.0,65.0,68.0,0,1,19718.309859154928
A. Bella Kotchap,20,74,83,CB,DEF,8500000.0,82.0,25.0,50.0,51.0,74.0,76.0,9,0,113333.33333333333
A. Bellemo,26,70,71,CM,MID,1900000.0,54.0,58.0,64.0,68.0,63.0,69.0,1,0,26760.563380281692
A. Belotti,28,80,80,ST,ATT,21500000.0,74.0,79.0,58.0,76.0,38.0,83.0,0,1,265432.0987654321
A. Benali,30,70,70,"CM, CF, CDM",MID,1500000.0,76.0,63.0,68.0,75.0,44.0,63.0,0,1,21126.76056338028
A. Benarous,18,62,76,"CAM, LM, CM",MID,925000.0,72.0,49.0,58.0,68.0,38.0,44.0,14,0,14682.539682539682
A. Benchaib,24,67,73,"CAM, LM",MID,1600000.0,74.0,62.0,63.0,72.0,38.0,57.0,6,0,23529.41176470588
A. Bencharki,27,72,72,"LW, ST",ATT,925000.0,79.0,69.0,65.0,77.0,44.0,68.0,0,1,12671.232876712329
A. Bencze,20,62,79,GK,GK,925000.0,69.0,55.0,58.0,63.0,56.0,66.0,17,0,14682.539682539682
A. Bendle,17,54,72,CDM,MID,250000.0,62.0,38.0,49.0,53.0,50.0,56.0,18,0,4545.454545454545
A. Benediktsson,19,56,70,GK,GK,300000.0,69.0,55.0,58.0,63.0,56.0,66.0,14,0,5263.1578947368425
A. Benedyczak,21,65,75,ST,ATT,1600000.0,82.0,60.0,49.0,61.0,32.0,73.0,10,0,24242.424242424244
A. Benga,33,65,65,CB,DEF,350000.0,64.0,35.0,43.0,42.0,66.0,76.0,0,1,5303.030303030303
A. Benyahia-Tani,16,60,76,ST,ATT,625000.0,61.0,62.0,48.0,63.0,23.0,37.0,16,0,10245.901639344262
A. Benítez,28,68,68,"RB, RM",DEF,1100000.0,75.0,43.0,58.0,64.0,64.0,62.0,0,1,15942.028985507246
A. Berardi,31,62,62,GK,GK,210000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,3333.3333333333335
A. Bernabei,21,70,80,LB,DEF,3400000.0,90.0,65.0,68.0,74.0,58.0,68.0,10,0,47887.32394366197
A. Bernede,23,70,75,"CDM, CM",MID,2200000.0,66.0,59.0,65.0,72.0,66.0,62.0,5,0,30985.915492957745
A. Bernhardsson,23,63,67,RW,ATT,700000.0,80.0,57.0,58.0,62.0,44.0,59.0,4,0,10937.5
A. Bernier,24,68,71,"CF, ST, LM",ATT,1700000.0,81.0,65.0,64.0,73.0,36.0,63.0,3,0,24637.681159420288
A. Bertolacci,31,73,73,"CM, CAM, CDM",MID,2500000.0,63.0,69.0,73.0,75.0,73.0,65.0,0,1,33783.78378378379
A. Berzel,30,61,61,"CB, CDM",DEF,275000.0,69.0,51.0,52.0,49.0,58.0,75.0,0,1,4435.4838709677415
A. Besedin,26,70,73,ST,ATT,2100000.0,71.0,66.0,50.0,65.0,41.0,66.0,3,0,29577.464788732395
A. Besio,18,57,78,ST,ATT,525000.0,66.0,55.0,44.0,56.0,25.0,62.0,21,0,9051.724137931034
A. Bettaieb,25,67,72,ST,ATT,1500000.0,74.0,69.0,43.0,65.0,22.0,62.0,5,0,22058.823529411766
A. Bhattacharya,32,59,59,GK,GK,110000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,1833.3333333333333
A. Bianco,19,60,71,CM,MID,525000.0,58.0,45.0,60.0,61.0,57.0,44.0,11,0,8606.557377049181
A. Bittroff,33,66,66,CB,DEF,400000.0,65.0,45.0,59.0,62.0,64.0,76.0,0,1,5970.149253731343
A. Bjarnason,26,61,61,"RW, RWB",ATT,350000.0,76.0,55.0,57.0,62.0,42.0,53.0,0,1,5645.1612903225805
A. Bjelland,33,65,65,CB,DEF,350000.0,31.0,44.0,58.0,54.0,66.0,68.0,0,1,5303.030303030303
A. Björnström,26,67,68,LB,DEF,1100000.0,79.0,45.0,59.0,63.0,61.0,62.0,1,0,16176.470588235294
A. Blake,31,77,77,GK,GK,5500000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,70512.82051282052
A. Blanco,34,66,66,ST,ATT,425000.0,69.0,64.0,52.0,65.0,45.0,73.0,0,1,6343.2835820895525
A. Blidar,19,53,66,"RM, LM",MID,220000.0,78.0,37.0,48.0,56.0,37.0,44.0,13,0,4074.074074074074
A. Blin,25,71,75,"CDM, CM, CB",MID,2400000.0,38.0,52.0,63.0,62.0,68.0,78.0,4,0,33333.333333333336
A. Blomqvist,30,63,63,"CM, CDM",MID,450000.0,58.0,65.0,68.0,63.0,49.0,61.0,0,1,7031.25
A. Blomqvist,27,64,66,CB,DEF,625000.0,65.0,33.0,51.0,49.0,63.0,69.0,2,0,9615.384615384615
A. Boakye,21,62,70,"CAM, ST, RW",MID,900000.0,85.0,59.0,57.0,67.0,26.0,52.0,8,0,14285.714285714286
A. Bobichon,26,70,71,"CM, CAM, LM",MID,1900000.0,64.0,72.0,72.0,70.0,56.0,63.0,1,0,26760.563380281692
A. Bodart,24,72,77,GK,GK,2800000.0,69.0,55.0,58.0,63.0,56.0,66.0,5,0,38356.16438356164
A. Boiciuc,24,61,68,ST,ATT,675000.0,63.0,59.0,51.0,57.0,41.0,71.0,7,0,10887.09677419355
A. Bol,19,58,71,CB,DEF,450000.0,62.0,29.0,38.0,48.0,57.0,66.0,13,0,7627.118644067797
A. Bolivar,26,59,60,"CM, CDM",MID,275000.0,64.0,46.0,60.0,62.0,59.0,61.0,1,0,4583.333333333333
A. Boljević,26,66,66,"RM, RW",MID,925000.0,77.0,62.0,62.0,67.0,32.0,59.0,0,1,13805.970149253732
A. Bolyki,27,63,63,"LM, RM, ST",MID,500000.0,82.0,60.0,56.0,60.0,43.0,66.0,0,1,7812.5
A. Boman,20,62,72,"RWB, RB, CM",DEF,825000.0,77.0,49.0,56.0,64.0,56.0,62.0,10,0,13095.238095238095
A. Bondarenko,21,65,75,"CAM, CDM",MID,1600000.0,65.0,65.0,61.0,64.0,61.0,61.0,10,0,24242.424242424244
A. Bone,33,64,64,GK,GK,190000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,2923.076923076923
A. Bonnet,35,67,67,"LM, CAM, CM",MID,425000.0,70.0,65.0,67.0,70.0,47.0,58.0,0,1,6250.0
A. Bono,28,65,65,GK,GK,500000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,7575.757575757576
A. Bordón,26,64,67,"RB, RWB",DEF,700000.0,60.0,40.0,53.0,61.0,65.0,59.0,3,0,10769.23076923077
A. Borkovic,23,64,69,"CB, LB",DEF,800000.0,62.0,34.0,55.0,51.0,65.0,59.0,5,0,12307.692307692309
A. Boryachuk,26,64,67,ST,ATT,775000.0,81.0,64.0,46.0,61.0,27.0,54.0,3,0,11923.076923076924
A. Bosetti,29,67,67,ST,ATT,1000000.0,74.0,68.0,63.0,70.0,32.0,63.0,0,1,14705.882352941177
A. Bouhaddouz,35,64,64,ST,ATT,250000.0,59.0,64.0,55.0,62.0,23.0,75.0,0,1,3846.153846153846
A. Boupendza,25,76,77,"LW, ST, RW",ATT,9000000.0,84.0,77.0,67.0,79.0,27.0,74.0,1,0,116883.11688311688
A. Boutoutaou,21,64,75,"CAM, ST, RM",MID,1300000.0,75.0,60.0,56.0,75.0,32.0,34.0,11,0,20000.0
A. Bouzat,28,72,72,"RW, LW",ATT,2400000.0,86.0,61.0,68.0,75.0,54.0,62.0,0,1,32876.71232876712
A. Boyle,31,61,61,CB,DEF,220000.0,45.0,37.0,46.0,47.0,60.0,72.0,0,1,3548.3870967741937
A. Braithwaite,18,50,56,CDM,MID,80000.0,65.0,40.0,48.0,46.0,45.0,52.0,6,0,1568.6274509803923
A. Breslin,25,61,64,"LWB, LB",DEF,400000.0,72.0,44.0,51.0,56.0,57.0,67.0,3,0,6451.612903225807
A. Breuer,16,52,74,"CM, CF, CDM",MID,250000.0,64.0,42.0,51.0,59.0,42.0,45.0,22,0,4716.981132075472
A. Briançon,27,71,72,CB,DEF,1900000.0,48.0,47.0,56.0,53.0,71.0,80.0,1,0,26388.88888888889
A. Bridgman,18,52,69,"RM, LM, CAM",MID,200000.0,75.0,41.0,44.0,53.0,37.0,54.0,17,0,3773.5849056603774
A. Brignoli,30,75,75,GK,GK,3700000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,48684.21052631579
A. Brody,27,63,64,"LB, RM",DEF,500000.0,72.0,39.0,53.0,64.0,61.0,61.0,1,0,7812.5
A. Broja,20,75,83,ST,ATT,12500000.0,77.0,74.0,54.0,75.0,30.0,75.0,8,0,164473.68421052632
A. Browne,27,72,72,"CM, RM, RWB",MID,2500000.0,75.0,69.0,69.0,71.0,69.0,82.0,0,1,34246.57534246575
A. Brunst,26,65,67,GK,GK,675000.0,69.0,55.0,58.0,63.0,56.0,66.0,2,0,10227.272727272728
A. Bruus,23,68,73,"RWB, RB",DEF,1700000.0,86.0,54.0,63.0,65.0,59.0,72.0,5,0,24637.681159420288
A. Brînzea,16,48,72,GK,GK,130000.0,69.0,55.0,58.0,63.0,56.0,66.0,24,0,2653.061224489796
A. Budimir,30,76,76,ST,ATT,7500000.0,62.0,76.0,49.0,72.0,35.0,76.0,0,1,97402.5974025974
A. Bukhari,25,61,66,GK,GK,375000.0,69.0,55.0,58.0,63.0,56.0,66.0,5,0,6048.387096774193
A. Bukia,27,70,70,"RW, RM",ATT,1700000.0,85.0,65.0,58.0,77.0,36.0,56.0,0,1,23943.661971830985
A. Bukowski,19,58,74,CDM,MID,500000.0,53.0,38.0,53.0,55.0,54.0,65.0,16,0,8474.57627118644
A. Buksa,19,60,77,ST,ATT,650000.0,63.0,60.0,47.0,59.0,23.0,55.0,17,0,10655.737704918032
A. Buksa,25,74,76,ST,ATT,5500000.0,66.0,74.0,57.0,70.0,31.0,76.0,2,0,73333.33333333333
A. Buongiorno,23,69,79,CB,DEF,2900000.0,58.0,44.0,57.0,57.0,70.0,72.0,10,0,41428.57142857143
A. Burbano,28,63,63,"RB, LB",DEF,425000.0,80.0,52.0,57.0,59.0,58.0,57.0,0,1,6640.625
A. Burcă,29,71,72,CB,DEF,1700000.0,68.0,24.0,44.0,52.0,70.0,80.0,1,0,23611.11111111111
A. Burke-Gilroy,24,59,64,"RB, RM",DEF,325000.0,75.0,51.0,55.0,61.0,50.0,60.0,5,0,5416.666666666667
A. Burlacu,25,62,63,"LW, CAM",ATT,475000.0,77.0,60.0,57.0,61.0,26.0,58.0,1,0,7539.68253968254
A. Burnett,18,51,64,GK,GK,120000.0,69.0,55.0,58.0,63.0,56.0,66.0,13,0,2307.6923076923076
A. Busch,18,56,71,CB,DEF,300000.0,50.0,29.0,40.0,48.0,55.0,59.0,15,0,5263.1578947368425
A. Busteño,26,65,65,CDM,MID,700000.0,54.0,39.0,54.0,45.0,69.0,65.0,0,1,10606.060606060606
A. Bustos,23,63,71,CM,MID,1100000.0,66.0,56.0,61.0,63.0,58.0,49.0,8,0,17187.5
A. Buttaro,19,59,75,"RB, CB",DEF,550000.0,69.0,35.0,49.0,53.0,58.0,67.0,16,0,9166.666666666666
A. Buzbuchi,28,64,66,GK,GK,500000.0,69.0,55.0,58.0,63.0,56.0,66.0,2,0,7692.307692307692
A. Buziuc,28,63,63,"LW, RW, ST",ATT,475000.0,75.0,61.0,58.0,63.0,36.0,66.0,0,1,7421.875
A. Bærtelsen,22,63,72,CB,DEF,1000000.0,62.0,25.0,40.0,47.0,62.0,71.0,9,0,15625.0
A. Bălan,32,64,64,ST,ATT,475000.0,54.0,65.0,47.0,61.0,38.0,74.0,0,1,7307.692307692308
A. Cabeza,25,70,73,ST,ATT,2100000.0,75.0,69.0,58.0,67.0,34.0,68.0,3,0,29577.464788732395
A. Cabrera,29,69,69,"CDM, CM",MID,1200000.0,62.0,51.0,63.0,62.0,65.0,73.0,0,1,17142.85714285714
A. Caceres,29,68,68,"CAM, CM, CDM",MID,1200000.0,71.0,64.0,67.0,71.0,58.0,71.0,0,1,17391.304347826088
A. Caci,25,75,80,"LWB, LB, CB",DEF,7500000.0,69.0,52.0,70.0,69.0,75.0,72.0,5,0,98684.21052631579
A. Cadavid,36,72,72,CB,DEF,425000.0,31.0,63.0,53.0,49.0,71.0,73.0,0,1,5821.917808219178
A. Cagnano,24,63,69,"LB, CB",DEF,700000.0,67.0,33.0,53.0,55.0,58.0,69.0,6,0,10937.5
A. Cairns,29,62,62,GK,GK,275000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,4365.079365079365
A. Calabresi,26,69,72,"RB, CB",DEF,1700000.0,56.0,31.0,60.0,61.0,68.0,72.0,3,0,24285.714285714286
A. Calcan,28,64,64,"LW, CAM",ATT,600000.0,73.0,60.0,61.0,66.0,36.0,60.0,0,1,9230.76923076923
A. Calisir,32,65,65,CB,DEF,475000.0,62.0,34.0,55.0,58.0,65.0,70.0,0,1,7196.969696969697
A. Callens,30,73,73,CB,DEF,2500000.0,70.0,49.0,49.0,57.0,72.0,78.0,0,1,33783.78378378379
A. Calut,19,61,74,"LB, LWB",DEF,750000.0,72.0,29.0,52.0,61.0,55.0,59.0,13,0,12096.774193548386
A. Camara,22,56,65,ST,ATT,325000.0,75.0,55.0,42.0,53.0,20.0,60.0,9,0,5701.754385964912
A. Cambiaso,22,73,83,"LWB, LM, RWB",DEF,6500000.0,75.0,54.0,68.0,72.0,68.0,59.0,10,0,87837.83783783784
A. Camblan,19,62,76,LW,ATT,950000.0,75.0,54.0,60.0,66.0,41.0,41.0,14,0,15079.36507936508
A. Cambrillo,34,70,70,ST,ATT,775000.0,67.0,71.0,59.0,71.0,26.0,62.0,0,1,10915.492957746479
A. Camigliano,27,63,65,CB,DEF,500000.0,53.0,16.0,30.0,37.0,66.0,61.0,2,0,7812.5
A. Campbell,23,70,76,"CM, CDM",MID,2500000.0,75.0,63.0,65.0,69.0,70.0,77.0,6,0,35211.2676056338
A. Camura,30,63,63,GK,GK,325000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,5078.125
A. Candales,22,63,63,CB,DEF,500000.0,61.0,39.0,51.0,54.0,62.0,70.0,0,1,7812.5
A. Candela,22,61,70,RB,DEF,700000.0,77.0,43.0,52.0,57.0,58.0,61.0,9,0,11290.322580645161
A. Candelo,30,65,65,"RB, LB, RM",DEF,625000.0,66.0,63.0,65.0,64.0,63.0,54.0,0,1,9469.69696969697
A. Candreva,35,80,80,"RM, CM",MID,8500000.0,70.0,79.0,80.0,81.0,61.0,63.0,0,1,104938.27160493827
A. Cannon,26,64,67,CM,MID,750000.0,70.0,53.0,62.0,68.0,60.0,64.0,3,0,11538.461538461539
A. Cantero,24,63,70,ST,ATT,975000.0,63.0,64.0,50.0,62.0,26.0,62.0,7,0,15234.375
A. Caprice,17,61,74,RB,DEF,725000.0,70.0,39.0,44.0,53.0,57.0,49.0,13,0,11693.548387096775
A. Caracciolo,32,71,71,CB,DEF,1200000.0,57.0,32.0,49.0,62.0,72.0,76.0,0,1,16666.666666666668
A. Carboni,21,70,80,CB,DEF,3300000.0,56.0,28.0,54.0,61.0,71.0,69.0,10,0,46478.873239436616
A. Cardozo,25,69,74,"CM, CDM",MID,2000000.0,68.0,53.0,66.0,69.0,67.0,73.0,5,0,28571.428571428572
A. Carlén,22,62,70,"CM, CDM",MID,900000.0,68.0,43.0,56.0,68.0,61.0,76.0,8,0,14285.714285714286
A. Carrasquilla,23,69,75,"CM, CDM",MID,2200000.0,74.0,61.0,64.0,75.0,58.0,66.0,6,0,31428.571428571428
A. Carrera,18,53,73,GK,GK,230000.0,69.0,55.0,58.0,63.0,56.0,66.0,20,0,4259.259259259259
A. Carrillo,31,77,77,"CAM, RW, CM",MID,8500000.0,82.0,73.0,74.0,82.0,49.0,71.0,0,1,108974.35897435897
A. Carroll,33,70,70,ST,ATT,1000000.0,37.0,73.0,62.0,62.0,48.0,80.0,0,1,14084.507042253521
A. Carter,27,59,59,ST,ATT,240000.0,62.0,59.0,43.0,57.0,23.0,55.0,0,1,4000.0
A. Casadei,34,59,59,GK,GK,80000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,1333.3333333333333
A. Casar,21,63,72,"CM, CDM",MID,1100000.0,59.0,53.0,61.0,62.0,60.0,72.0,9,0,17187.5
A. Casciato,22,56,65,ST,ATT,325000.0,57.0,57.0,37.0,54.0,25.0,62.0,9,0,5701.754385964912
A. Castro,28,69,69,"LW, RW, RM",ATT,1400000.0,81.0,61.0,66.0,72.0,37.0,56.0,0,1,20000.0
A. Castro,27,74,74,"LM, CAM, CM",MID,4500000.0,77.0,72.0,72.0,75.0,65.0,69.0,0,1,60000.0
A. Castro-Montes,25,74,77,"LM, RM",MID,5500000.0,73.0,69.0,71.0,73.0,70.0,68.0,3,0,73333.33333333333
A. Cayetano,22,68,75,"LB, LWB",DEF,2300000.0,65.0,34.0,58.0,49.0,67.0,55.0,7,0,33333.333333333336
A. Ccorahua,21,59,67,GK,GK,450000.0,69.0,55.0,58.0,63.0,56.0,66.0,8,0,7500.0
A. Ceesay,28,70,70,ST,ATT,1600000.0,87.0,69.0,58.0,66.0,34.0,69.0,0,1,22535.211267605635
A. Celli,28,63,63,"LB, CB",DEF,425000.0,64.0,46.0,56.0,58.0,60.0,70.0,0,1,6640.625
A. Cerri,26,69,71,ST,ATT,1700000.0,51.0,72.0,51.0,62.0,37.0,73.0,2,0,24285.714285714286
A. Chang,19,56,71,CDM,MID,325000.0,59.0,39.0,48.0,57.0,55.0,57.0,15,0,5701.754385964912
A. Chapman,32,61,61,GK,GK,160000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,2580.6451612903224
A. Chatzigiovanis,25,72,75,RW,ATT,3100000.0,81.0,65.0,68.0,74.0,36.0,61.0,3,0,42465.75342465754
A. Chhetri,19,53,64,"CDM, CM",MID,190000.0,62.0,37.0,46.0,54.0,49.0,56.0,11,0,3518.5185185185187
A. Chibozo,19,61,77,"CF, ST",ATT,850000.0,66.0,60.0,55.0,66.0,22.0,45.0,16,0,13709.677419354839
A. Chicaiza,30,68,68,"CAM, LW, ST",MID,1200000.0,70.0,67.0,68.0,70.0,41.0,60.0,0,1,17391.304347826088
A. Chilili,19,52,68,CB,DEF,190000.0,62.0,27.0,39.0,43.0,53.0,57.0,16,0,3584.9056603773583
A. Chindriș,23,64,69,CB,DEF,800000.0,67.0,36.0,48.0,47.0,63.0,73.0,5,0,12307.692307692309
A. Chipciu,33,67,67,"RW, LW, RB",ATT,625000.0,73.0,66.0,67.0,66.0,51.0,70.0,0,1,9191.176470588236
A. Chițu,31,62,62,"RM, LM",MID,325000.0,63.0,62.0,61.0,61.0,35.0,62.0,0,1,5158.730158730159
A. Chopitea,23,66,73,"RB, LB",DEF,1600000.0,64.0,45.0,54.0,54.0,63.0,62.0,7,0,23880.597014925374
A. Christensen,26,82,86,CB,DEF,35000000.0,68.0,32.0,66.0,70.0,84.0,74.0,4,0,421686.7469879518
A. Christiansen,32,74,74,"CM, CAM",MID,3300000.0,69.0,73.0,72.0,76.0,65.0,72.0,0,1,44000.0
A. Christodoulou,25,65,67,GK,GK,675000.0,69.0,55.0,58.0,63.0,56.0,66.0,2,0,10227.272727272728
A. Chrzanowski,23,61,71,"CB, LB",DEF,675000.0,72.0,39.0,42.0,48.0,60.0,71.0,10,0,10887.09677419355
A. Chumacero,31,69,69,"CM, RM",MID,1100000.0,61.0,66.0,70.0,69.0,62.0,69.0,0,1,15714.285714285714
A. Chávez,24,61,66,LB,DEF,450000.0,71.0,47.0,52.0,61.0,58.0,58.0,5,0,7258.064516129032
A. Chávez,31,69,69,ST,ATT,1200000.0,69.0,72.0,63.0,67.0,36.0,79.0,0,1,17142.85714285714
A. Ciciretti,28,72,72,"RW, CAM",ATT,2400000.0,81.0,68.0,71.0,72.0,40.0,50.0,0,1,32876.71232876712
A. Cicâldău,24,72,75,"CM, CAM",MID,925000.0,66.0,69.0,74.0,72.0,62.0,69.0,3,0,12671.232876712329
A. Cierpka,27,61,63,"CDM, CM",MID,350000.0,71.0,50.0,58.0,59.0,56.0,70.0,2,0,5645.1612903225805
A. Ciobanu,24,65,71,"CAM, CM, LW",MID,1100000.0,72.0,66.0,66.0,66.0,34.0,56.0,6,0,16666.666666666668
A. Ciranni,26,70,73,"RWB, RB, RM",DEF,1900000.0,71.0,57.0,65.0,69.0,64.0,66.0,3,0,26760.563380281692
A. Circati,18,55,73,CB,DEF,300000.0,60.0,27.0,36.0,38.0,54.0,63.0,18,0,5357.142857142857
A. Cisco,23,62,71,"ST, RW",ATT,900000.0,76.0,61.0,61.0,65.0,24.0,50.0,9,0,14285.714285714286
A. Ciss,22,66,71,"LM, ST, RM",MID,1300000.0,81.0,58.0,59.0,67.0,51.0,76.0,5,0,19402.985074626864
A. Cissoko,22,60,66,CB,DEF,350000.0,59.0,41.0,39.0,46.0,60.0,68.0,6,0,5737.704918032787
A. Cistana,25,72,75,CB,DEF,2800000.0,68.0,52.0,57.0,65.0,74.0,71.0,3,0,38356.16438356164
A. Claude-Maurice,24,73,76,"CM, LM, LW",MID,4100000.0,80.0,71.0,72.0,79.0,69.0,69.0,3,0,55405.40540540541
A. Clayton,33,64,64,"CDM, CM",MID,300000.0,45.0,59.0,64.0,61.0,62.0,61.0,0,1,4615.384615384615
A. Cochrane,22,70,76,"LB, LWB, CB",DEF,2400000.0,71.0,45.0,65.0,67.0,66.0,65.0,6,0,33802.81690140845
A. Coeff,30,68,68,"CB, RB, CDM",DEF,1000000.0,49.0,52.0,63.0,63.0,65.0,80.0,0,1,14492.753623188406
A. Colassin,21,64,73,"ST, CAM",ATT,1300000.0,74.0,63.0,52.0,66.0,20.0,57.0,9,0,20000.0
A. Collins,22,66,70,"CM, CDM",MID,1200000.0,71.0,57.0,63.0,68.0,62.0,69.0,4,0,17910.44776119403
A. Collins,25,68,70,"ST, LW",ATT,1500000.0,81.0,65.0,63.0,68.0,35.0,74.0,2,0,21739.130434782608
A. Colpani,23,73,80,"CM, CAM",MID,6000000.0,76.0,62.0,74.0,74.0,64.0,64.0,7,0,81081.08108108108
A. Coly,29,65,65,CB,DEF,600000.0,60.0,52.0,53.0,56.0,62.0,81.0,0,1,9090.90909090909
A. Compagno,26,68,71,ST,ATT,1600000.0,57.0,67.0,48.0,61.0,33.0,78.0,3,0,23188.405797101448
